"No.","Time","Source","Destination","Protocol","Length","Info"
"540","39.070766","157.92.32.196","192.168.1.48","TCP","8634","443  >  42342 [ACK] Seq=380843 Ack=4808 Win=126 Len=8568 TSval=1813136504 TSecr=2040746250 [TCP segment of a reassembled PDU]"
"541","39.070797","192.168.1.48","157.92.32.196","TCP","66","42342  >  443 [ACK] Seq=4808 Ack=389411 Win=3254 Len=0 TSval=2040746264 TSecr=1813136504"
"542","39.070766","157.92.32.196","192.168.1.48","TLSv1.2","8634","Application Data"
"543","39.070834","192.168.1.48","157.92.32.196","TCP","66","42342  >  443 [ACK] Seq=4808 Ack=397979 Win=3387 Len=0 TSval=2040746264 TSecr=1813136504"
"544","39.071520","157.92.32.196","192.168.1.48","TCP","8634","443  >  42342 [ACK] Seq=397979 Ack=4808 Win=126 Len=8568 TSval=1813136504 TSecr=2040746251 [TCP segment of a reassembled PDU]"
"545","39.071542","192.168.1.48","157.92.32.196","TCP","66","42342  >  443 [ACK] Seq=4808 Ack=406547 Win=3521 Len=0 TSval=2040746264 TSecr=1813136504"
"546","39.071520","157.92.32.196","192.168.1.48","TLSv1.2","1494","[TCP Previous segment not captured] , Ignored Unknown Record"
"547","39.071560","192.168.1.48","157.92.32.196","TCP","78","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=406547 Win=3544 Len=0 TSval=2040746264 TSecr=1813136504 SLE=412259 SRE=413687"
"548","39.071520","157.92.32.196","192.168.1.48","TLSv1.2","1494","[TCP Previous segment not captured] , Ignored Unknown Record"
"549","39.071565","192.168.1.48","157.92.32.196","TCP","86","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=406547 Win=3566 Len=0 TSval=2040746264 TSecr=1813136504 SLE=426539 SRE=427967 SLE=412259 SRE=413687"
"550","39.071580","157.92.32.196","192.168.1.48","TLSv1.2","5778","Ignored Unknown Record"
"551","39.071583","192.168.1.48","157.92.32.196","TCP","86","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=406547 Win=3655 Len=0 TSval=2040746264 TSecr=1813136504 SLE=426539 SRE=433679 SLE=412259 SRE=413687"
"552","39.073600","157.92.32.196","192.168.1.48","TLSv1.2","17202","Ignored Unknown Record"
"553","39.074289","192.168.1.48","157.92.32.196","TCP","86","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=406547 Win=3923 Len=0 TSval=2040746267 TSecr=1813136504 SLE=426539 SRE=450815 SLE=412259 SRE=413687"
"554","39.074354","157.92.32.196","192.168.1.48","TLSv1.2","2922","Ignored Unknown Record"
"555","39.074354","157.92.32.196","192.168.1.48","TCP","1494","[TCP Previous segment not captured] 443  >  42342 [ACK] Seq=459383 Ack=4808 Win=126 Len=1428 TSval=1813136507 TSecr=2040746253"
"556","39.074371","192.168.1.48","157.92.32.196","TCP","86","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=406547 Win=3968 Len=0 TSval=2040746267 TSecr=1813136504 SLE=426539 SRE=453671 SLE=412259 SRE=413687"
"557","39.074354","157.92.32.196","192.168.1.48","TLSv1.2","1494","[TCP Previous segment not captured] , Ignored Unknown Record"
"558","39.074354","157.92.32.196","192.168.1.48","TLSv1.2","1494","[TCP Previous segment not captured] , Ignored Unknown Record"
"559","39.074381","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=406547 Win=4012 Len=0 TSval=2040746267 TSecr=1813136504 SLE=473663 SRE=475091 SLE=459383 SRE=460811 SLE=426539 SRE=453671"
"560","39.074354","157.92.32.196","192.168.1.48","TLSv1.2","1494","[TCP Previous segment not captured] , Ignored Unknown Record"
"561","39.074354","157.92.32.196","192.168.1.48","TLSv1.2","8634","Ignored Unknown Record"
"562","39.075053","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=406547 Win=4191 Len=0 TSval=2040746267 TSecr=1813136504 SLE=503651 SRE=513647 SLE=487943 SRE=489371 SLE=473663 SRE=475091"
"563","39.076476","157.92.32.196","192.168.1.48","TLSv1.2","17202","Ignored Unknown Record"
"564","39.077164","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=406547 Win=4458 Len=0 TSval=2040746269 TSecr=1813136504 SLE=503651 SRE=530783 SLE=487943 SRE=489371 SLE=473663 SRE=475091"
"565","39.077217","157.92.32.196","192.168.1.48","TLSv1.2","11490","Ignored Unknown Record"
"566","39.078014","157.92.32.196","192.168.1.48","TLSv1.2","17202","[TCP Previous segment not captured] , Ignored Unknown Record"
"567","39.081611","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=406547 Win=5529 Len=0 TSval=2040746274 TSecr=1813136504 SLE=582191 SRE=613607 SLE=570767 SRE=572195 SLE=543635 SRE=567911"
"568","39.081692","157.92.32.196","192.168.1.48","TCP","5778","[TCP Previous segment not captured] 443  >  42342 [ACK] Seq=613607 Ack=4808 Win=126 Len=5712 TSval=1813136513 TSecr=2040746258 [TCP segment of a reassembled PDU]"
"569","39.081692","157.92.32.196","192.168.1.48","TCP","11490","[TCP Previous segment not captured] 443  >  42342 [ACK] Seq=620747 Ack=4808 Win=126 Len=11424 TSval=1813136514 TSecr=2040746261 [TCP segment of a reassembled PDU]"
"570","39.083844","157.92.32.196","192.168.1.48","TCP","17202","443  >  42342 [ACK] Seq=632171 Ack=4808 Win=126 Len=17136 TSval=1813136514 TSecr=2040746261 [TCP segment of a reassembled PDU]"
"571","39.084589","157.92.32.196","192.168.1.48","TCP","17202","443  >  42342 [ACK] Seq=649307 Ack=4808 Win=126 Len=17136 TSval=1813136517 TSecr=2040746264 [TCP segment of a reassembled PDU], Ignored Unknown Record"
"572","39.085369","157.92.32.196","192.168.1.48","TLSv1.2","17202","Ignored Unknown Record"
"573","39.086105","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=406547 Win=6600 Len=0 TSval=2040746278 TSecr=1813136504 SLE=620747 SRE=683579 SLE=582191 SRE=619319 SLE=570767 SRE=572195"
"574","39.086297","157.92.32.196","192.168.1.48","TLSv1.2","2922","Ignored Unknown Record"
"575","39.086297","157.92.32.196","192.168.1.48","TCP","1494","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=406547 Ack=4808 Win=126 Len=1428 TSval=1813136517 TSecr=2040746264 [TCP segment of a reassembled PDU]"
"576","39.086325","192.168.1.48","157.92.32.196","TCP","94","42342  >  443 [ACK] Seq=4808 Ack=407975 Win=6667 Len=0 TSval=2040746279 TSecr=1813136517 SLE=620747 SRE=686435 SLE=582191 SRE=619319 SLE=570767 SRE=572195"
"577","39.086298","157.92.32.196","192.168.1.48","TCP","1494","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=410831 Ack=4808 Win=126 Len=1428 TSval=1813136520 TSecr=2040746267 [TCP segment of a reassembled PDU]"
"578","39.086343","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=407975 Win=6690 Len=0 TSval=2040746279 TSecr=1813136517 SLE=410831 SRE=412259 SLE=620747 SRE=686435 SLE=582191 SRE=619319"
"579","39.086298","157.92.32.196","192.168.1.48","TCP","2922","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=413687 Ack=4808 Win=126 Len=2856 TSval=1813136520 TSecr=2040746267"
"580","39.086352","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=407975 Win=6734 Len=0 TSval=2040746279 TSecr=1813136517 SLE=413687 SRE=416543 SLE=410831 SRE=412259 SLE=620747 SRE=686435"
"581","39.088518","157.92.32.196","192.168.1.48","TCP","10062","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=416543 Ack=4808 Win=126 Len=9996 TSval=1813136520 TSecr=2040746267"
"582","39.088518","157.92.32.196","192.168.1.48","TCP","1494","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=453671 Ack=4808 Win=126 Len=1428 TSval=1813136520 TSecr=2040746267"
"583","39.088568","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=407975 Win=6913 Len=0 TSval=2040746281 TSecr=1813136517 SLE=413687 SRE=426539 SLE=410831 SRE=412259 SLE=620747 SRE=686435"
"584","39.088629","157.92.32.196","192.168.1.48","TCP","1494","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=455099 Ack=4808 Win=126 Len=1428 TSval=1813136521 TSecr=2040746267"
"585","39.088629","157.92.32.196","192.168.1.48","TCP","2922","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=456527 Ack=4808 Win=126 Len=2856 TSval=1813136525 TSecr=2040746269"
"586","39.088629","157.92.32.196","192.168.1.48","TCP","1494","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=460811 Ack=4808 Win=126 Len=1428 TSval=1813136525 TSecr=2040746269"
"587","39.088644","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=407975 Win=7002 Len=0 TSval=2040746282 TSecr=1813136517 SLE=453671 SRE=459383 SLE=413687 SRE=426539 SLE=410831 SRE=412259"
"588","39.089273","157.92.32.196","192.168.1.48","TCP","4350","[TCP Out-Of-Order] 443  >  42342 [PSH, ACK] Seq=462239 Ack=4808 Win=126 Len=4284 TSval=1813136525 TSecr=2040746269"
"589","39.089273","157.92.32.196","192.168.1.48","TCP","7206","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=466523 Ack=4808 Win=126 Len=7140 TSval=1813136525 TSecr=2040746269"
"590","39.089307","157.92.32.196","192.168.1.48","TCP","1494","[TCP Retransmission] 443  >  42342 [ACK] Seq=475091 Ack=4808 Win=126 Len=1428 TSval=1813136525 TSecr=2040746269"
"591","39.089316","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=407975 Win=7203 Len=0 TSval=2040746282 TSecr=1813136517 SLE=460811 SRE=473663 SLE=453671 SRE=459383 SLE=413687 SRE=426539"
"592","39.089307","157.92.32.196","192.168.1.48","TCP","4350","[TCP Retransmission] 443  >  42342 [ACK] Seq=476519 Ack=4808 Win=126 Len=4284 TSval=1813136525 TSecr=2040746270"
"593","39.090052","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=407975 Win=7270 Len=0 TSval=2040746282 TSecr=1813136517 SLE=475091 SRE=480803 SLE=460811 SRE=473663 SLE=453671 SRE=459383"
"594","39.091424","157.92.32.196","192.168.1.48","TCP","7206","[TCP Retransmission] 443  >  42342 [ACK] Seq=480803 Ack=4808 Win=126 Len=7140 TSval=1813136525 TSecr=2040746270"
"595","39.091424","157.92.32.196","192.168.1.48","TCP","10062","[TCP Retransmission] 443  >  42342 [ACK] Seq=489371 Ack=4808 Win=126 Len=9996 TSval=1813136525 TSecr=2040746271"
"596","39.091458","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=407975 Win=7538 Len=0 TSval=2040746284 TSecr=1813136517 SLE=475091 SRE=487943 SLE=460811 SRE=473663 SLE=453671 SRE=459383"
"597","39.092192","157.92.32.196","192.168.1.48","TCP","1494","[TCP Retransmission] 443  >  42342 [ACK] Seq=499367 Ack=4808 Win=126 Len=1428 TSval=1813136525 TSecr=2040746271"
"598","39.092192","157.92.32.196","192.168.1.48","TLSv1.2","1494","[TCP Previous segment not captured] , Ignored Unknown Record"
"599","39.092213","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=407975 Win=7560 Len=0 TSval=2040746285 TSecr=1813136517 SLE=489371 SRE=500795 SLE=475091 SRE=487943 SLE=460811 SRE=473663"
"600","39.092192","157.92.32.196","192.168.1.48","TCP","2922","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=567911 Ack=4808 Win=126 Len=2856 TSval=1813136525 TSecr=2040746272"
"601","39.092192","157.92.32.196","192.168.1.48","TCP","4350","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=572195 Ack=4808 Win=126 Len=4284 TSval=1813136525 TSecr=2040746272"
"602","39.093655","157.92.32.196","192.168.1.48","TLSv1.2","11490","[TCP Previous segment not captured] , Ignored Unknown Record"
"603","39.093691","157.92.32.196","192.168.1.48","TLSv1.2","5778","Ignored Unknown Record"
"604","39.095811","157.92.32.196","192.168.1.48","TCP","1494","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=619319 Ack=4808 Win=126 Len=1428 TSval=1813136532 TSecr=2040746277"
"605","39.095812","157.92.32.196","192.168.1.48","TLSv1.2","15774","Ignored Unknown Record"
"606","39.096567","157.92.32.196","192.168.1.48","TLSv1.2","17202","Ignored Unknown Record"
"607","39.098666","157.92.32.196","192.168.1.48","TLSv1.2","2922","Ignored Unknown Record"
"608","39.098666","157.92.32.196","192.168.1.48","TLSv1.2","1494","[TCP Previous segment not captured] , Ignored Unknown Record"
"609","39.098688","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=407975 Win=8653 Len=0 TSval=2040746292 TSecr=1813136517 SLE=697859 SRE=756407 SLE=619319 SRE=620747 SLE=577907 SRE=579335"
"610","39.098666","157.92.32.196","192.168.1.48","TCP","1494","[TCP Previous segment not captured] 443  >  42342 [ACK] Seq=777827 Ack=4808 Win=126 Len=1428 TSval=1813136532 TSecr=2040746278"
"611","39.098666","157.92.32.196","192.168.1.48","TLSv1.2","11490","[TCP Previous segment not captured] , Ignored Unknown Record"
"612","39.099422","157.92.32.196","192.168.1.48","TLSv1.2","8634","Ignored Unknown Record"
"613","39.099422","157.92.32.196","192.168.1.48","TCP","2922","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=407975 Ack=4808 Win=126 Len=2856 TSval=1813136534 TSecr=2040746279"
"614","39.099447","192.168.1.48","157.92.32.196","TCP","94","42342  >  443 [ACK] Seq=4808 Ack=500795 Win=9055 Len=0 TSval=2040746292 TSecr=1813136534 SLE=782111 SRE=802103 SLE=777827 SRE=779255 SLE=766403 SRE=767831"
"615","39.099464","157.92.32.196","192.168.1.48","TLSv1.2","1494","Ignored Unknown Record"
"616","39.099468","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=500795 Win=9077 Len=0 TSval=2040746292 TSecr=1813136534 SLE=782111 SRE=803531 SLE=777827 SRE=779255 SLE=766403 SRE=767831"
"617","39.099464","157.92.32.196","192.168.1.48","TLSv1.2","4350","Ignored Unknown Record"
"618","39.099472","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=500795 Win=9144 Len=0 TSval=2040746292 TSecr=1813136534 SLE=782111 SRE=807815 SLE=777827 SRE=779255 SLE=766403 SRE=767831"
"619","39.101555","157.92.32.196","192.168.1.48","TLSv1.2","5778","Ignored Unknown Record"
"620","39.101576","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=500795 Win=9233 Len=0 TSval=2040746294 TSecr=1813136534 SLE=782111 SRE=813527 SLE=777827 SRE=779255 SLE=766403 SRE=767831"
"621","39.101555","157.92.32.196","192.168.1.48","TLSv1.2","11490","Ignored Unknown Record"
"622","39.102336","157.92.32.196","192.168.1.48","TLSv1.2","12918","Ignored Unknown Record"
"623","39.102358","157.92.32.196","192.168.1.48","TLSv1.2","4350","Ignored Unknown Record"
"624","39.102371","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=500795 Win=9680 Len=0 TSval=2040746295 TSecr=1813136534 SLE=782111 SRE=842087 SLE=777827 SRE=779255 SLE=766403 SRE=767831"
"625","39.104423","157.92.32.196","192.168.1.48","TLSv1.2","2922","Ignored Unknown Record"
"626","39.104424","157.92.32.196","192.168.1.48","TLSv1.2","11490","Ignored Unknown Record"
"627","39.104451","157.92.32.196","192.168.1.48","TCP","2922","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=500795 Ack=4808 Win=126 Len=2856 TSval=1813136540 TSecr=2040746285"
"628","39.104468","192.168.1.48","157.92.32.196","TCP","94","42342  >  443 [ACK] Seq=4808 Ack=542207 Win=9947 Len=0 TSval=2040746297 TSecr=1813136540 SLE=782111 SRE=856367 SLE=777827 SRE=779255 SLE=766403 SRE=767831"
"629","39.105241","157.92.32.196","192.168.1.48","TCP","1494","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=542207 Ack=4808 Win=126 Len=1428 TSval=1813136540 TSecr=2040746285"
"630","39.105258","192.168.1.48","157.92.32.196","TCP","94","42342  >  443 [ACK] Seq=4808 Ack=576479 Win=9970 Len=0 TSval=2040746298 TSecr=1813136540 SLE=782111 SRE=856367 SLE=777827 SRE=779255 SLE=766403 SRE=767831"
"631","39.105241","157.92.32.196","192.168.1.48","TCP","1494","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=576479 Ack=4808 Win=126 Len=1428 TSval=1813136540 TSecr=2040746285"
"632","39.105269","192.168.1.48","157.92.32.196","TCP","94","42342  >  443 [ACK] Seq=4808 Ack=579335 Win=9992 Len=0 TSval=2040746298 TSecr=1813136540 SLE=782111 SRE=856367 SLE=777827 SRE=779255 SLE=766403 SRE=767831"
"633","39.105241","157.92.32.196","192.168.1.48","TCP","4350","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=686435 Ack=4808 Win=126 Len=4284 TSval=1813136540 TSecr=2040746285"
"634","39.105275","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=579335 Win=10059 Len=0 TSval=2040746298 TSecr=1813136540 SLE=686435 SRE=690719 SLE=782111 SRE=856367 SLE=777827 SRE=779255"
"635","39.105241","157.92.32.196","192.168.1.48","TCP","2922","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=579335 Ack=4808 Win=126 Len=2856 TSval=1813136540 TSecr=2040746287"
"636","39.105282","192.168.1.48","157.92.32.196","TCP","94","42342  >  443 [ACK] Seq=4808 Ack=690719 Win=10104 Len=0 TSval=2040746298 TSecr=1813136540 SLE=782111 SRE=856367 SLE=777827 SRE=779255 SLE=766403 SRE=767831"
"637","39.105241","157.92.32.196","192.168.1.48","TCP","2922","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=690719 Ack=4808 Win=126 Len=2856 TSval=1813136540 TSecr=2040746287"
"638","39.105286","192.168.1.48","157.92.32.196","TCP","94","42342  >  443 [ACK] Seq=4808 Ack=695003 Win=10148 Len=0 TSval=2040746298 TSecr=1813136540 SLE=782111 SRE=856367 SLE=777827 SRE=779255 SLE=766403 SRE=767831"
"639","39.105295","157.92.32.196","192.168.1.48","TCP","2922","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=695003 Ack=4808 Win=126 Len=2856 TSval=1813136540 TSecr=2040746287"
"640","39.105304","192.168.1.48","157.92.32.196","TCP","94","42342  >  443 [ACK] Seq=4808 Ack=756407 Win=10193 Len=0 TSval=2040746298 TSecr=1813136540 SLE=782111 SRE=856367 SLE=777827 SRE=779255 SLE=766403 SRE=767831"
"641","39.105295","157.92.32.196","192.168.1.48","TLSv1.2","1494","Ignored Unknown Record"
"642","39.105309","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=756407 Win=10215 Len=0 TSval=2040746298 TSecr=1813136540 SLE=782111 SRE=857795 SLE=777827 SRE=779255 SLE=766403 SRE=767831"
"643","39.106077","157.92.32.196","192.168.1.48","TLSv1.2","12918","Ignored Unknown Record"
"644","39.106095","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=756407 Win=10416 Len=0 TSval=2040746299 TSecr=1813136540 SLE=782111 SRE=870647 SLE=777827 SRE=779255 SLE=766403 SRE=767831"
"645","39.106113","157.92.32.196","192.168.1.48","TLSv1.2","4350","Ignored Unknown Record"
"646","39.106116","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=756407 Win=10483 Len=0 TSval=2040746299 TSecr=1813136540 SLE=782111 SRE=874931 SLE=777827 SRE=779255 SLE=766403 SRE=767831"
"647","39.107041","157.92.32.196","192.168.1.48","TLSv1.2","18101","Ignored Unknown Record"
"648","39.107761","192.168.1.48","157.92.32.196","TCP","94","[TCP Window Update] 42342  >  443 [ACK] Seq=4808 Ack=756407 Win=10765 Len=0 TSval=2040746300 TSecr=1813136540 SLE=782111 SRE=892966 SLE=777827 SRE=779255 SLE=766403 SRE=767831"
"649","39.109156","157.92.32.196","192.168.1.48","TCP","10062","[TCP Out-Of-Order] 443  >  42342 [ACK] Seq=756407 Ack=4808 Win=126 Len=9996 TSval=1813136545 TSecr=2040746292"
"650","39.244839","192.168.1.48","186.130.129.250","DNS","86","Standard query 0xb93f A play.google.com OPT"
"651","39.252936","186.130.129.250","192.168.1.48","DNS","102","Standard query response 0xb93f A play.google.com A 142.251.133.46 OPT"
"652","39.322646","Ubiquiti_ad:e2:8c","Broadcast","ARP","60","Who has 192.168.0.107? Tell 192.168.0.200"
"653","39.616335","192.168.1.48","34.120.208.123","TLSv1.2","105","Application Data"
"654","39.625620","34.120.208.123","192.168.1.48","TLSv1.2","105","Application Data"
"655","39.625673","192.168.1.48","34.120.208.123","TCP","66","55108  >  443 [ACK] Seq=40 Ack=40 Win=501 Len=0 TSval=3067007554 TSecr=1354780138"
"656","39.936420","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.72? Tell 192.168.1.1"
"657","39.936420","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.73? Tell 192.168.1.1"
"658","39.936421","Ubiquiti_ad:e2:8c","Broadcast","ARP","60","Who has 192.168.0.107? Tell 192.168.0.200"
"659","39.936421","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.74? Tell 192.168.1.1"
"660","39.936421","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.75? Tell 192.168.1.1"
"661","39.936421","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.76? Tell 192.168.1.1"
"662","40.243585","192.168.1.40","255.255.255.255","UDP","60","38805  >  10001 Len=4"
"663","40.243586","192.168.1.40","255.255.255.255","UDP","60","38805  >  10001 Len=4"
"664","40.243586","192.168.1.40","255.255.255.255","UDP","60","38805  >  10001 Len=4"
"665","40.243586","192.168.1.40","255.255.255.255","UDP","60","38805  >  10001 Len=4"
"666","40.243586","192.168.1.40","255.255.255.255","UDP","60","38805  >  10001 Len=4"
"667","40.243586","192.168.1.40","255.255.255.255","UDP","60","38805  >  10001 Len=4"
"668","40.255419","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2800:3f0:4002:810::2003","UDP","265","54782  >  443 Len=203"
"669","40.265586","2800:3f0:4002:810::2003","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","UDP","92","443  >  54782 Len=30"
"670","40.284645","2800:3f0:4002:810::2003","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","UDP","204","443  >  54782 Len=142"
"671","40.284854","2800:3f0:4002:810::2003","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","UDP","87","443  >  54782 Len=25"
"672","40.285338","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2800:3f0:4002:810::2003","UDP","98","54782  >  443 Len=36"
"673","40.317568","2800:3f0:4002:810::2003","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","UDP","89","443  >  54782 Len=27"
"674","40.857670","Ubiquiti_ad:e2:8c","Broadcast","ARP","60","Who has 192.168.0.107? Tell 192.168.0.200"
"675","40.857670","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.78? Tell 192.168.1.1"
"676","40.857670","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.77? Tell 192.168.1.1"
"677","40.857671","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.79? Tell 192.168.1.1"
"678","41.164270","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.80? Tell 192.168.1.1"
"679","41.164270","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.81? Tell 192.168.1.1"
"680","41.471572","AskeyCom_7b:32:b0","Broadcast","IEEE802a","64","OUI 00:26:86 (Quantenna Communcations, Inc.), PID 0xFB39"
"681","41.471572","AskeyCom_7b:32:b0","Broadcast","IEEE802a","64","OUI 00:26:86 (Quantenna Communcations, Inc.), PID 0xFB39"
"682","41.778588","Ubiquiti_ad:e2:8c","Broadcast","ARP","60","Who has 192.168.0.107? Tell 192.168.0.200"
"683","41.972799","192.168.1.48","20.189.173.13","TCP","54","54956  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0"
"684","42.086749","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.82? Tell 192.168.1.1"
"685","42.086750","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.84? Tell 192.168.1.1"
"686","42.086750","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.85? Tell 192.168.1.1"
"687","42.086750","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.86? Tell 192.168.1.1"
"688","42.291894","20.189.173.13","192.168.1.48","TCP","60","[TCP ACKed unseen segment] 443  >  54956 [ACK] Seq=1 Ack=2 Win=2052 Len=0"
"689","43.010165","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.87? Tell 192.168.1.1"
"690","43.010161","192.168.1.40","255.255.255.255","UDP","60","38805  >  10001 Len=4"
"691","43.010162","192.168.1.40","255.255.255.255","UDP","60","38805  >  10001 Len=4"
"692","43.010165","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.88? Tell 192.168.1.1"
"693","43.010165","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.89? Tell 192.168.1.1"
"694","43.010166","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.90? Tell 192.168.1.1"
"695","43.010166","AskeyCom_7b:32:b0","Broadcast","ARP","60","Who has 192.168.1.91? Tell 192.168.1.1"
"696","43.207771","192.168.1.48","186.130.129.250","DNS","95","Standard query 0x143a AAAA webservices1.fcen.uba.ar OPT"
"697","43.220262","186.130.129.250","192.168.1.48","DNS","139","Standard query response 0x143a AAAA webservices1.fcen.uba.ar SOA ns1.fcen.uba.ar OPT"
"698","43.695501","192.168.1.48","142.250.79.138","TLSv1.2","105","Application Data"
"699","43.695625","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2606:4700::6812:acf","TLSv1.2","125","Application Data"
"700","43.695677","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2606:4700::6812:acf","TLSv1.2","125","Application Data"
"701","43.702818","2606:4700::6812:acf","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TLSv1.2","125","Application Data"
"702","43.702857","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2606:4700::6812:acf","TCP","86","35674  >  443 [ACK] Seq=40 Ack=40 Win=501 Len=0 TSval=1867411143 TSecr=2998336781"
"703","43.703114","2606:4700::6812:acf","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","TLSv1.2","125","Application Data"
"704","43.703169","2802:8010:4713:de01:81e0:13aa:dce9:2c9e","2606:4700::6812:acf","TCP","86","35696  >  443 [ACK] Seq=40 Ack=40 Win=501 Len=0 TSval=1867411143 TSecr=2558629775"
